,codipreg,pregunta,pregunta_mask,x,y,cluster
866,590,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.78559,-12.740735,9
867,591,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,12.001682,28.45849,1
868,592,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.927936,28.373447,1
869,593,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2020?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2020?,-22.827057,10.663601,14
870,594,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.744541,-12.786141,9
871,595,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.856119,28.42917,1
872,596,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.705427,28.407888,1
873,597,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.69772,-12.587573,9
874,598,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2019?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2019?,-14.116624,-3.9718697,13
875,599,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.914713,-12.53068,9
876,600,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.942451,28.297724,1
877,601,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2022?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2022?,-11.183898,-18.805504,18
878,602,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.90051,-12.691375,9
879,603,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.689452,28.285488,1
880,604,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2021?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2021?,-0.635308,22.425453,16
881,605,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,12.07343,28.368616,1
882,606,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.780212,-12.705218,9
883,607,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.607683,-12.897358,9
884,608,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2022?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2022?,-11.2388735,-18.75053,18
885,609,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,12.0589075,28.413137,1
886,610,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2021?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2021?,-0.64517,22.43531,16
887,611,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.854668,-12.640849,9
888,612,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.828468,28.453083,1
889,613,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.97665,28.467966,1
890,614,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.847708,-12.640677,9
891,615,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.661907,27.956957,1
892,616,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.669159,-12.767909,9
893,617,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.615626,27.936392,1
894,618,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2023?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2023?,-18.267536,13.768441,17
895,619,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.72223,-12.725045,9
896,620,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2024?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2024?,-16.12741,18.323212,15
897,621,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.816921,-12.626944,9
898,622,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.600112,27.957748,1
899,623,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.689328,27.919424,1
900,624,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2021?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2021?,-0.6248958,22.41504,16
901,625,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.912872,-12.6875725,9
902,626,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.82407,-12.6228485,9
903,627,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2019?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2019?,-14.046373,-4.04222,13
904,628,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.678984,28.024977,1
905,629,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.696393,28.022404,1
906,630,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2020?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2020?,-22.801989,10.63855,14
907,631,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2023?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2023?,-18.28089,13.782211,17
908,632,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.872847,-12.620636,9
909,633,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.622581,28.009117,1
